"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"16","RT @LxsDelAquelarre: Las flores en las ofrendas significan un camino que evoca al sol y que guía a las almas. 
Esperamos que cada feminicid…",FALSE,0,NA,2019-10-29 01:10:31,FALSE,NA,"1188986435929628672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Elisabetsitajua",1,TRUE,FALSE,NA,NA
"17","Perpetua al femicida de Tali Moyano en Serrezuela.  La Cámara Criminal y Correcional de Cruz del Eje, condeno a la… https://t.co/NL0gixzfjA",FALSE,2,NA,2019-10-29 01:10:18,TRUE,NA,"1188986380912869376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MONICAREVIGLIO",2,FALSE,FALSE,NA,NA
"18","RT @NiUnaMs5: Este hombre, David Monge, mató a su esposa, lo hizo pasar por accidente, y ahora un bebé corre peligro, es un psicópata #NiUn…",FALSE,0,NA,2019-10-29 01:09:55,FALSE,NA,"1188986285421142017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yuridia07882598",0,TRUE,FALSE,NA,NA
"19","RT @diegoluna_: Finalmente aquí está:”Nosotras”, corto documental dirigido por @natsberistain Retrata la violencia de género que viven las…",FALSE,0,NA,2019-10-29 01:09:54,FALSE,NA,"1188986281478545408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","majo_abas",284,TRUE,FALSE,NA,NA
"20","RT @katienieto: Hoy lunes #28Oct continúa el juicio a los imputados en el caso de la violación y femicidio #AngelaAguirre.
¡Todos somos la…",FALSE,0,NA,2019-10-29 01:04:14,FALSE,NA,"1188984856136617984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omaralfredbravo",28,TRUE,FALSE,NA,NA
"21","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 01:04:04,FALSE,NA,"1188984813367255041",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fcabrera89",6,TRUE,FALSE,NA,NA
"22","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 01:03:00,FALSE,NA,"1188984543690264577",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ramonhernandez5",2,TRUE,FALSE,NA,NA
"23","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 01:02:30,FALSE,NA,"1188984420012834817",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ramonhernandez5",2,TRUE,FALSE,NA,NA
"24","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 01:01:26,FALSE,NA,"1188984151690620929",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ramonhernandez5",2,TRUE,FALSE,NA,NA
"25","Las flores en las ofrendas significan un camino que evoca al sol y que guía a las almas. 
Esperamos que cada femini… https://t.co/OFDyRtZIqw",FALSE,1,NA,2019-10-29 01:00:49,TRUE,NA,"1188983997180760065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LxsDelAquelarre",1,FALSE,FALSE,NA,NA
"26","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:59:46,FALSE,NA,"1188983733069799429",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ramonhernandez5",2,TRUE,FALSE,NA,NA
"27","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:57:37,FALSE,NA,"1188983188393205761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gavidia_deccy",6,TRUE,FALSE,NA,NA
"28","RT @katienieto: Hoy lunes #28Oct continúa el juicio a los imputados en el caso de la violación y femicidio #AngelaAguirre.
¡Todos somos la…",FALSE,0,NA,2019-10-29 00:56:19,FALSE,NA,"1188982861946331136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MlRivera105",28,TRUE,FALSE,NA,NA
"29","RT @AlexCardielS: Nos vemos el 3 de noviembre.

Mega marcha contra el #feminicidio #FeminicidiosEmergenciaNacional

Justicia, Reparación, V…",FALSE,0,NA,2019-10-29 00:52:09,FALSE,NA,"1188981813118681089",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RuthSalazarO",18,TRUE,FALSE,NA,NA
"30","RT @AlexCardielS: Nos vemos el 3 de noviembre.

Mega marcha contra el #feminicidio #FeminicidiosEmergenciaNacional

Justicia, Reparación, V…",FALSE,0,NA,2019-10-29 00:49:19,FALSE,NA,"1188981103157100544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlexCardielS",18,TRUE,FALSE,NA,NA
"31","Trabajar con un enfoque de género y sistémico para eliminar la violencia de mujeres y niñas
#NiUnaMenos https://t.co/EpbiK0Jprs",FALSE,0,NA,2019-10-29 00:48:25,FALSE,NA,"1188980876895502337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Esme_ReyesLi",0,FALSE,FALSE,NA,NA
"32","RT @vazqueznico: Micaela, muerta.Cuantas van?ASESINOS libres, por culpa de la PÉSIMA justicia. Responsabilicen YA al juez.No se puede segui…",FALSE,0,NA,2019-10-29 00:46:59,FALSE,NA,"1188980516340584448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luisgabriel309",22311,TRUE,FALSE,NA,NA
"33","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:45:06,FALSE,NA,"1188980038634557441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ven_libre2018",2,TRUE,FALSE,NA,NA
"34","RT @katienieto: Hoy lunes #28Oct continúa el juicio a los imputados en el caso de la violación y femicidio #AngelaAguirre.
¡Todos somos la…",FALSE,0,NA,2019-10-29 00:44:49,FALSE,NA,"1188979970481315841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gavidia_deccy",28,TRUE,FALSE,NA,NA
"35","RT @esteruchita: @Diosa44761994 @black7810180378 #JusticiaparaAngelaAguirre , paso a paso se alcanzará la anhelada justicia!...#NiUnaMenos",FALSE,0,NA,2019-10-29 00:44:26,FALSE,NA,"1188979873991348224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gavidia_deccy",4,TRUE,FALSE,NA,NA
"36","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:44:08,FALSE,NA,"1188979795612311552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carolholder59",6,TRUE,FALSE,NA,NA
"37","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:43:08,FALSE,NA,"1188979545183019009",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Toniotepuy",6,TRUE,FALSE,NA,NA
"38","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:42:52,FALSE,NA,"1188979479189655552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","manuelita1504",2,TRUE,FALSE,NA,NA
"39","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:42:44,FALSE,NA,"1188979445689999360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","manuelita1504",6,TRUE,FALSE,NA,NA
"40","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/1XHJAMBoB2",FALSE,3,NA,2019-10-29 00:41:09,TRUE,NA,"1188979045322629120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",6,FALSE,FALSE,NA,NA
"41","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:40:53,FALSE,NA,"1188978979786645504",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RegisMarina",4,TRUE,FALSE,NA,NA
"42","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/H7gMlpcZkO",FALSE,1,NA,2019-10-29 00:40:48,TRUE,NA,"1188978959385595904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",2,FALSE,FALSE,NA,NA
"43","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/kS6x77JLu5",FALSE,0,NA,2019-10-29 00:40:38,TRUE,NA,"1188978915181809666",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",0,FALSE,FALSE,NA,NA
"44","RT @sofyromeroyanez: Porque sos pueblo te quiero✊🏽 .

. #Repost

#latinoamerica #fuerzachile #fuerzaecuador #mujeresqueluchan #feministart…",FALSE,0,NA,2019-10-29 00:40:29,FALSE,NA,"1188978879697952769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sempertj",81,TRUE,FALSE,NA,NA
"45","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:39:50,FALSE,NA,"1188978714534694913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdelAntoni",1,TRUE,FALSE,NA,NA
"46","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/DLzQlygTYm",FALSE,0,NA,2019-10-29 00:39:34,TRUE,NA,"1188978646704365568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",2,FALSE,FALSE,NA,NA
"47","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:38:59,FALSE,NA,"1188978503137538054",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Zory_58",4,TRUE,FALSE,NA,NA
"48","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/Q08NbvkyAK",FALSE,1,NA,2019-10-29 00:38:50,TRUE,NA,"1188978462859636737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",1,FALSE,FALSE,NA,NA
"49","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/KXU0i0iJHO",FALSE,1,NA,2019-10-29 00:38:40,TRUE,NA,"1188978423038906369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",2,FALSE,FALSE,NA,NA
"50","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:38:33,FALSE,NA,"1188978390839238656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Resist_VZLA2017",4,TRUE,FALSE,NA,NA
"51","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/Evu8JGifHQ",FALSE,0,NA,2019-10-29 00:38:32,TRUE,NA,"1188978389455167489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",0,FALSE,FALSE,NA,NA
"52","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/mJUd7LuSUT",FALSE,0,NA,2019-10-29 00:38:18,TRUE,NA,"1188978328348299265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",0,FALSE,FALSE,NA,NA
"53","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:37:37,FALSE,NA,"1188978156633579520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","oscarpena",4,TRUE,FALSE,NA,NA
"54","RT @katienieto: Hoy lunes #28Oct continúa el juicio a los imputados en el caso de la violación y femicidio #AngelaAguirre.
¡Todos somos la…",FALSE,0,NA,2019-10-29 00:37:15,FALSE,NA,"1188978066552438784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","oscarpena",28,TRUE,FALSE,NA,NA
"55","RT @black7810180378: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la…",FALSE,0,NA,2019-10-29 00:36:40,FALSE,NA,"1188977919676293120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","oscarpena",2,TRUE,FALSE,NA,NA
"56","RT @FotolibrosI: Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de la #Ci…",FALSE,0,NA,2019-10-29 00:35:58,FALSE,NA,"1188977740764065793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",0,TRUE,FALSE,NA,NA
"57","RT @esteruchita: @Diosa44761994 @black7810180378 #JusticiaparaAngelaAguirre , paso a paso se alcanzará la anhelada justicia!...#NiUnaMenos",FALSE,0,NA,2019-10-29 00:35:37,FALSE,NA,"1188977655758151681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",4,TRUE,FALSE,NA,NA
"58","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/CS4rcAQbv0",FALSE,1,NA,2019-10-29 00:35:36,TRUE,NA,"1188977649634426885",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",2,FALSE,FALSE,NA,NA
"59","RT @katienieto: Hoy lunes #28Oct continúa el juicio a los imputados en el caso de la violación y femicidio #AngelaAguirre.
¡Todos somos la…",FALSE,0,NA,2019-10-29 00:35:12,FALSE,NA,"1188977547310256130",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",28,TRUE,FALSE,NA,NA
"60","Por más piedras que tenga el camino de salida de la #ViolenciaDeGenero merece la pena recorrerlo
La meta del fin de… https://t.co/SmJNwAdNIX",FALSE,0,NA,2019-10-29 00:35:03,TRUE,NA,"1188977513357336577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","black7810180378",4,FALSE,FALSE,NA,NA
"61","Ellas y ellos vienen a la manifestación el 24N contra la #ViolenciaMachista en Córdoba. Apúntate, te necesitamos en… https://t.co/GyKo5DU6cP",FALSE,0,NA,2019-10-29 00:30:51,TRUE,NA,"1188976453808992257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","plataforma_co",0,FALSE,FALSE,NA,NA
"62","RT @KarenQuirogaA: ""De enero a septiembre de 2019, un promedio de 8 MUJERES POR DÍA fueron  asesinadas en el país"".

No pienses en los núme…",FALSE,0,NA,2019-10-29 00:28:14,FALSE,NA,"1188975795290570752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","israelsgimnasi1",2,TRUE,FALSE,NA,NA
"63","RT @SerapazMexico: ""Nosotras"", el nuevo corto de @eldiadespuesmx , fue dirigido por @natsberistain y retrata las violencias que enfrentan l…",FALSE,0,NA,2019-10-29 00:24:07,FALSE,NA,"1188974758441951232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","luluonti",10,TRUE,FALSE,NA,NA
"64","RT @eldiadespuesmx: El documental ""Nosotras"" retrata las violencias que enfrentan las mujeres día con día, evidenciando como el acoso calle…",FALSE,0,NA,2019-10-29 00:18:45,FALSE,NA,"1188973409608372225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ingarddelima",86,TRUE,FALSE,NA,NA
"65","#femicidio #NiUnaMenos / La asesinada en #SanLuis murió por golpes en la cabeza https://t.co/kyUXvjvQuO",FALSE,0,NA,2019-10-29 00:09:34,FALSE,NA,"1188971096625864709",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","latinredwine",0,FALSE,FALSE,NA,NA
"66","RT @NiUnaMenosChile: A María Zambra Cortés la mataron y la descuartizaron. Por la memoria de ella y de todas, no las olvidamos!!!

#EstadoF…",FALSE,0,NA,2019-10-29 00:09:23,FALSE,NA,"1188971054024269824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JuliaRo76844508",24,TRUE,FALSE,NA,NA
"67","RT @NiUnaMenosChile: A María Zambra Cortés la mataron y la descuartizaron. Por la memoria de ella y de todas, no las olvidamos!!!

#EstadoF…",FALSE,0,NA,2019-10-29 00:08:47,FALSE,NA,"1188970903163621376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","veritocvr",24,TRUE,FALSE,NA,NA
"68","RT @larengafra: #NiUnaMenos. VIVAS las queremos.
Dios las hizo tan hermosas con un arte infernal. https://t.co/oAUpeqmzGX",FALSE,0,NA,2019-10-29 00:08:03,FALSE,NA,"1188970714948341761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_aaalesilva",617,TRUE,FALSE,NA,NA
"69","RT @perrafiucha: Un feminicida menos en la calle gracias al gran trabajo que hace  @Fridaguerrera , su trabajo es imprescindible en esta so…",FALSE,0,NA,2019-10-29 00:00:51,FALSE,NA,"1188968903256358913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ManuelDiaz0612",1,TRUE,FALSE,NA,NA
"70","❗️❗️ #NiUnaMenos ¿Dónde llamar? #HacemosComunidad  #ViLo https://t.co/Z44XZaxyF1",FALSE,0,NA,2019-10-29 00:00:36,FALSE,NA,"1188968843458371584",NA,"<a href=""http://35.180.51.235"" rel=""nofollow"">NAC Co.</a>","ComunidadVL",0,FALSE,FALSE,NA,NA
"71","❗️❗️ #NiUnaMenos ¿Dónde llamar? #HacemosComunidad https://t.co/Jfbts6bLF0",FALSE,0,NA,2019-10-29 00:00:34,FALSE,NA,"1188968833803079680",NA,"<a href=""http://35.180.51.235"" rel=""nofollow"">NAC Co.</a>","comunidadmdq",0,FALSE,FALSE,NA,NA
"72","RT @JSE_Orbigo: Hoy, junto a los compañeros y compañeras de @JSE_Leon, nos ha tocado convocar un nuevo @lunessinsol, ojalá no tuviéramos qu…",FALSE,0,NA,2019-10-28 23:55:50,FALSE,NA,"1188967640523563010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","magaal68",4,TRUE,FALSE,NA,NA
"73","RT @ManaguaFuriosa: ¿Ya visitaste la exposición del Círculo de Bordadoras? ✨ A través de los hilos 15 mujeres expresan sus demandas y anhel…",FALSE,0,NA,2019-10-28 23:52:11,FALSE,NA,"1188966722163871745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vrnjg",3,TRUE,FALSE,NA,NA
"74","RT @PensionesLogro: Nuestra compañera Charo nos recuerda que #BastaYa  #NiUnaMenos #NosQueremosVivas #NiUnaMas #NosEstanMatando 
Son ya 86…",FALSE,0,NA,2019-10-28 23:51:09,FALSE,NA,"1188966462846881794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaraYolandaGar6",6,TRUE,FALSE,NA,NA
"75","RT @LINFOLAB_MEXICO: Es muy importante conocer los  factores que nos ayudarán a prevenir enfermedades mortales. Conoce los factores de ries…",FALSE,0,NA,2019-10-28 23:50:27,FALSE,NA,"1188966287839354881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mhermosi",2,TRUE,FALSE,NA,NA
"76","Es fuerte ver cómo algunas mujeres no entienden que merecen más y que tampoco tienen que aguantar que un DESGRACIAD… https://t.co/CHM2DdQQ5m",FALSE,0,NA,2019-10-28 23:48:31,TRUE,NA,"1188965801296052224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rebeccacarrero",0,FALSE,FALSE,NA,NA
"77","RT @PensionesLogro: Nuestra compañera Charo nos recuerda que #BastaYa  #NiUnaMenos #NosQueremosVivas #NiUnaMas #NosEstanMatando 
Son ya 86…",FALSE,0,NA,2019-10-28 23:47:24,FALSE,NA,"1188965520718123010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RuizMarimi",6,TRUE,FALSE,NA,NA
